x,y,z,u,v,z,0.,0.,0.,0.,0.,0.
-24.00,6.50,0.00,0.072,0.065,0.00,0.,0.,0.,0.,0.,0.
-24.00,7.50,0.00,0.072,0.075,0.00,0.,0.,0.,0.,0.,0.
-24.00,8.50,0.00,0.072,0.085,0.00,0.,0.,0.,0.,0.,0.
-24.00,9.50,0.00,0.072,0.095,0.00,0.,0.,0.,0.,0.,0.
-24.00,10.50,0.00,0.072,0.105,0.00,0.,0.,0.,0.,0.,0.
-24.00,11.50,0.00,0.072,0.115,0.00,0.,0.,0.,0.,0.,0.
-24.00,12.50,0.00,0.072,0.125,0.00,0.,0.,0.,0.,0.,0.
-24.00,13.50,0.00,0.072,0.135,0.00,0.,0.,0.,0.,0.,0.
-24.00,14.50,0.00,0.072,0.145,0.00,0.,0.,0.,0.,0.,0.
-24.00,15.50,0.00,0.072,0.155,0.00,0.,0.,0.,0.,0.,0.
-24.00,16.50,0.00,0.072,0.165,0.00,0.,0.,0.,0.,0.,0.
-24.00,17.50,0.00,0.072,0.175,0.00,0.,0.,0.,0.,0.,0.
-24.00,18.50,0.00,0.072,0.185,0.00,0.,0.,0.,0.,0.,0.
-24.00,19.50,0.00,0.072,0.195,0.00,0.,0.,0.,0.,0.,0.
-24.00,20.50,0.00,0.072,0.205,0.00,0.,0.,0.,0.,0.,0.
-24.00,21.50,0.00,0.072,0.215,0.00,0.,0.,0.,0.,0.,0.
-24.00,22.50,0.00,0.072,0.225,0.00,0.,0.,0.,0.,0.,0.
-24.00,23.50,0.00,0.072,0.235,0.00,0.,0.,0.,0.,0.,0.
-24.00,24.50,0.00,0.072,0.245,0.00,0.,0.,0.,0.,0.,0.
-24.00,25.50,0.00,0.072,0.255,0.00,0.,0.,0.,0.,0.,0.
-24.00,26.50,0.00,0.072,0.265,0.00,0.,0.,0.,0.,0.,0.
-24.00,27.50,0.00,0.072,0.275,0.00,0.,0.,0.,0.,0.,0.
-24.00,28.50,0.00,0.072,0.285,0.00,0.,0.,0.,0.,0.,0.
-24.00,29.50,0.00,0.072,0.295,0.00,0.,0.,0.,0.,0.,0.
-24.00,30.50,0.00,0.072,0.305,0.00,0.,0.,0.,0.,0.,0.
-24.00,31.50,0.00,0.072,0.315,0.00,0.,0.,0.,0.,0.,0.
-24.00,32.50,0.00,0.072,0.325,0.00,0.,0.,0.,0.,0.,0.
-24.00,33.50,0.00,0.072,0.335,0.00,0.,0.,0.,0.,0.,0.
-24.00,34.50,0.00,0.072,0.345,0.00,0.,0.,0.,0.,0.,0.
-24.00,35.50,0.00,0.072,0.355,0.00,0.,0.,0.,0.,0.,0.
-24.00,36.50,0.00,0.072,0.365,0.00,0.,0.,0.,0.,0.,0.
-23.00,-36.50,0.00,0.069,-0.365,0.00,0.,0.,0.,0.,0.,0.
-23.00,-35.50,0.00,0.069,-0.355,0.00,0.,0.,0.,0.,0.,0.
-23.00,-34.50,0.00,0.069,-0.345,0.00,0.,0.,0.,0.,0.,0.
-23.00,-33.50,0.00,0.069,-0.335,0.00,0.,0.,0.,0.,0.,0.
-23.00,-32.50,0.00,0.069,-0.325,0.00,0.,0.,0.,0.,0.,0.
-23.00,-31.50,0.00,0.069,-0.315,0.00,0.,0.,0.,0.,0.,0.
-23.00,-30.50,0.00,0.069,-0.305,0.00,0.,0.,0.,0.,0.,0.
-23.00,-29.50,0.00,0.069,-0.295,0.00,0.,0.,0.,0.,0.,0.
-23.00,-28.50,0.00,0.069,-0.285,0.00,0.,0.,0.,0.,0.,0.
-23.00,-27.50,0.00,0.069,-0.275,0.00,0.,0.,0.,0.,0.,0.
-23.00,-26.50,0.00,0.069,-0.265,0.00,0.,0.,0.,0.,0.,0.
-23.00,-25.50,0.00,0.069,-0.255,0.00,0.,0.,0.,0.,0.,0.
-23.00,-24.50,0.00,0.069,-0.245,0.00,0.,0.,0.,0.,0.,0.
-23.00,-23.50,0.00,0.069,-0.235,0.00,0.,0.,0.,0.,0.,0.
-23.00,-22.50,0.00,0.069,-0.225,0.00,0.,0.,0.,0.,0.,0.
-23.00,-21.50,0.00,0.069,-0.215,0.00,0.,0.,0.,0.,0.,0.
-23.00,-20.50,0.00,0.069,-0.205,0.00,0.,0.,0.,0.,0.,0.
-23.00,-19.50,0.00,0.069,-0.195,0.00,0.,0.,0.,0.,0.,0.
-23.00,-18.50,0.00,0.069,-0.185,0.00,0.,0.,0.,0.,0.,0.
-23.00,-17.50,0.00,0.069,-0.175,0.00,0.,0.,0.,0.,0.,0.
-23.00,-16.50,0.00,0.069,-0.165,0.00,0.,0.,0.,0.,0.,0.
-23.00,-15.50,0.00,0.069,-0.155,0.00,0.,0.,0.,0.,0.,0.
-23.00,-14.50,0.00,0.069,-0.145,0.00,0.,0.,0.,0.,0.,0.
-23.00,-13.50,0.00,0.069,-0.135,0.00,0.,0.,0.,0.,0.,0.
-23.00,-12.50,0.00,0.069,-0.125,0.00,0.,0.,0.,0.,0.,0.
-23.00,-11.50,0.00,0.069,-0.115,0.00,0.,0.,0.,0.,0.,0.
-23.00,-10.50,0.00,0.069,-0.105,0.00,0.,0.,0.,0.,0.,0.
-23.00,-9.50,0.00,0.069,-0.095,0.00,0.,0.,0.,0.,0.,0.
-23.00,-8.50,0.00,0.069,-0.085,0.00,0.,0.,0.,0.,0.,0.
-23.00,-7.50,0.00,0.069,-0.075,0.00,0.,0.,0.,0.,0.,0.
-23.00,-6.50,0.00,0.069,-0.065,0.00,0.,0.,0.,0.,0.,0.
-23.00,-5.50,0.00,0.069,-0.055,0.00,0.,0.,0.,0.,0.,0.
-23.00,-4.50,0.00,0.069,-0.045,0.00,0.,0.,0.,0.,0.,0.
-23.00,-3.50,0.00,0.069,-0.035,0.00,0.,0.,0.,0.,0.,0.
-23.00,-2.50,0.00,0.069,-0.025,0.00,0.,0.,0.,0.,0.,0.
-23.00,-1.50,0.00,0.069,-0.015,0.00,0.,0.,0.,0.,0.,0.
-23.00,-0.50,0.00,0.069,-0.005,0.00,0.,0.,0.,0.,0.,0.
-23.00,0.50,0.00,0.069,0.005,0.00,0.,0.,0.,0.,0.,0.
-23.00,1.50,0.00,0.069,0.015,0.00,0.,0.,0.,0.,0.,0.
-23.00,2.50,0.00,0.069,0.025,0.00,0.,0.,0.,0.,0.,0.
-23.00,3.50,0.00,0.069,0.035,0.00,0.,0.,0.,0.,0.,0.
-23.00,4.50,0.00,0.069,0.045,0.00,0.,0.,0.,0.,0.,0.
-23.00,5.50,0.00,0.069,0.055,0.00,0.,0.,0.,0.,0.,0.
-23.00,6.50,0.00,0.069,0.065,0.00,0.,0.,0.,0.,0.,0.
-23.00,7.50,0.00,0.069,0.075,0.00,0.,0.,0.,0.,0.,0.
-23.00,8.50,0.00,0.069,0.085,0.00,0.,0.,0.,0.,0.,0.
-23.00,9.50,0.00,0.069,0.095,0.00,0.,0.,0.,0.,0.,0.
-23.00,10.50,0.00,0.069,0.105,0.00,0.,0.,0.,0.,0.,0.
-23.00,11.50,0.00,0.069,0.115,0.00,0.,0.,0.,0.,0.,0.
-23.00,12.50,0.00,0.069,0.125,0.00,0.,0.,0.,0.,0.,0.
-23.00,13.50,0.00,0.069,0.135,0.00,0.,0.,0.,0.,0.,0.
-23.00,14.50,0.00,0.069,0.145,0.00,0.,0.,0.,0.,0.,0.
-23.00,15.50,0.00,0.069,0.155,0.00,0.,0.,0.,0.,0.,0.
-23.00,16.50,0.00,0.069,0.165,0.00,0.,0.,0.,0.,0.,0.
-23.00,17.50,0.00,0.069,0.175,0.00,0.,0.,0.,0.,0.,0.
-23.00,18.50,0.00,0.069,0.185,0.00,0.,0.,0.,0.,0.,0.
-23.00,19.50,0.00,0.069,0.195,0.00,0.,0.,0.,0.,0.,0.
-23.00,20.50,0.00,0.069,0.205,0.00,0.,0.,0.,0.,0.,0.
-23.00,21.50,0.00,0.069,0.215,0.00,0.,0.,0.,0.,0.,0.
-23.00,22.50,0.00,0.069,0.225,0.00,0.,0.,0.,0.,0.,0.
-23.00,23.50,0.00,0.069,0.235,0.00,0.,0.,0.,0.,0.,0.
-23.00,24.50,0.00,0.069,0.245,0.00,0.,0.,0.,0.,0.,0.
-23.00,25.50,0.00,0.069,0.255,0.00,0.,0.,0.,0.,0.,0.
-23.00,26.50,0.00,0.069,0.265,0.00,0.,0.,0.,0.,0.,0.
-23.00,27.50,0.00,0.069,0.275,0.00,0.,0.,0.,0.,0.,0.
-23.00,28.50,0.00,0.069,0.285,0.00,0.,0.,0.,0.,0.,0.
-23.00,29.50,0.00,0.069,0.295,0.00,0.,0.,0.,0.,0.,0.
-23.00,30.50,0.00,0.069,0.305,0.00,0.,0.,0.,0.,0.,0.
-23.00,31.50,0.00,0.069,0.315,0.00,0.,0.,0.,0.,0.,0.
-23.00,32.50,0.00,0.069,0.325,0.00,0.,0.,0.,0.,0.,0.
-23.00,33.50,0.00,0.069,0.335,0.00,0.,0.,0.,0.,0.,0.
-23.00,34.50,0.00,0.069,0.345,0.00,0.,0.,0.,0.,0.,0.
-23.00,35.50,0.00,0.069,0.355,0.00,0.,0.,0.,0.,0.,0.
-23.00,36.50,0.00,0.069,0.365,0.00,0.,0.,0.,0.,0.,0.
-22.00,-36.50,0.00,0.066,-0.365,0.00,0.,0.,0.,0.,0.,0.
-22.00,-35.50,0.00,0.066,-0.355,0.00,0.,0.,0.,0.,0.,0.
-22.00,-34.50,0.00,0.066,-0.345,0.00,0.,0.,0.,0.,0.,0.
-22.00,-33.50,0.00,0.066,-0.335,0.00,0.,0.,0.,0.,0.,0.
-22.00,-32.50,0.00,0.066,-0.325,0.00,0.,0.,0.,0.,0.,0.
-22.00,-31.50,0.00,0.066,-0.315,0.00,0.,0.,0.,0.,0.,0.
-22.00,-30.50,0.00,0.066,-0.305,0.00,0.,0.,0.,0.,0.,0.
-22.00,-29.50,0.00,0.066,-0.295,0.00,0.,0.,0.,0.,0.,0.
-22.00,-28.50,0.00,0.066,-0.285,0.00,0.,0.,0.,0.,0.,0.
-22.00,-27.50,0.00,0.066,-0.275,0.00,0.,0.,0.,0.,0.,0.
-22.00,-26.50,0.00,0.066,-0.265,0.00,0.,0.,0.,0.,0.,0.
-22.00,-25.50,0.00,0.066,-0.255,0.00,0.,0.,0.,0.,0.,0.
-22.00,-24.50,0.00,0.066,-0.245,0.00,0.,0.,0.,0.,0.,0.
-22.00,-23.50,0.00,0.066,-0.235,0.00,0.,0.,0.,0.,0.,0.
-22.00,-22.50,0.00,0.066,-0.225,0.00,0.,0.,0.,0.,0.,0.
-22.00,-21.50,0.00,0.066,-0.215,0.00,0.,0.,0.,0.,0.,0.
-22.00,-20.50,0.00,0.066,-0.205,0.00,0.,0.,0.,0.,0.,0.
-22.00,-19.50,0.00,0.066,-0.195,0.00,0.,0.,0.,0.,0.,0.
-22.00,-18.50,0.00,0.066,-0.185,0.00,0.,0.,0.,0.,0.,0.
-22.00,-17.50,0.00,0.066,-0.175,0.00,0.,0.,0.,0.,0.,0.
-22.00,-16.50,0.00,0.066,-0.165,0.00,0.,0.,0.,0.,0.,0.
-22.00,-15.50,0.00,0.066,-0.155,0.00,0.,0.,0.,0.,0.,0.
-22.00,-14.50,0.00,0.066,-0.145,0.00,0.,0.,0.,0.,0.,0.
-22.00,-13.50,0.00,0.066,-0.135,0.00,0.,0.,0.,0.,0.,0.
-22.00,-12.50,0.00,0.066,-0.125,0.00,0.,0.,0.,0.,0.,0.
-22.00,-11.50,0.00,0.066,-0.115,0.00,0.,0.,0.,0.,0.,0.
-22.00,-10.50,0.00,0.066,-0.105,0.00,0.,0.,0.,0.,0.,0.
-22.00,-9.50,0.00,0.066,-0.095,0.00,0.,0.,0.,0.,0.,0.
-22.00,-8.50,0.00,0.066,-0.085,0.00,0.,0.,0.,0.,0.,0.
-22.00,-7.50,0.00,0.066,-0.075,0.00,0.,0.,0.,0.,0.,0.
-22.00,-6.50,0.00,0.066,-0.065,0.00,0.,0.,0.,0.,0.,0.
-22.00,-5.50,0.00,0.066,-0.055,0.00,0.,0.,0.,0.,0.,0.
-22.00,-4.50,0.00,0.066,-0.045,0.00,0.,0.,0.,0.,0.,0.
-22.00,-3.50,0.00,0.066,-0.035,0.00,0.,0.,0.,0.,0.,0.
-22.00,-2.50,0.00,0.066,-0.025,0.00,0.,0.,0.,0.,0.,0.
-22.00,-1.50,0.00,0.066,-0.015,0.00,0.,0.,0.,0.,0.,0.
-22.00,-0.50,0.00,0.066,-0.005,0.00,0.,0.,0.,0.,0.,0.
-22.00,0.50,0.00,0.066,0.005,0.00,0.,0.,0.,0.,0.,0.
-22.00,1.50,0.00,0.066,0.015,0.00,0.,0.,0.,0.,0.,0.
-22.00,2.50,0.00,0.066,0.025,0.00,0.,0.,0.,0.,0.,0.
-22.00,3.50,0.00,0.066,0.035,0.00,0.,0.,0.,0.,0.,0.
-22.00,4.50,0.00,0.066,0.045,0.00,0.,0.,0.,0.,0.,0.
-22.00,5.50,0.00,0.066,0.055,0.00,0.,0.,0.,0.,0.,0.
-22.00,6.50,0.00,0.066,0.065,0.00,0.,0.,0.,0.,0.,0.
-22.00,7.50,0.00,0.066,0.075,0.00,0.,0.,0.,0.,0.,0.
-22.00,8.50,0.00,0.066,0.085,0.00,0.,0.,0.,0.,0.,0.
-22.00,9.50,0.00,0.066,0.095,0.00,0.,0.,0.,0.,0.,0.
-22.00,10.50,0.00,0.066,0.105,0.00,0.,0.,0.,0.,0.,0.
-22.00,11.50,0.00,0.066,0.115,0.00,0.,0.,0.,0.,0.,0.
-22.00,12.50,0.00,0.066,0.125,0.00,0.,0.,0.,0.,0.,0.
-22.00,13.50,0.00,0.066,0.135,0.00,0.,0.,0.,0.,0.,0.
-22.00,14.50,0.00,0.066,0.145,0.00,0.,0.,0.,0.,0.,0.
-22.00,15.50,0.00,0.066,0.155,0.00,0.,0.,0.,0.,0.,0.
-22.00,16.50,0.00,0.066,0.165,0.00,0.,0.,0.,0.,0.,0.
-22.00,17.50,0.00,0.066,0.175,0.00,0.,0.,0.,0.,0.,0.
-22.00,18.50,0.00,0.066,0.185,0.00,0.,0.,0.,0.,0.,0.
-22.00,19.50,0.00,0.066,0.195,0.00,0.,0.,0.,0.,0.,0.
-22.00,20.50,0.00,0.066,0.205,0.00,0.,0.,0.,0.,0.,0.
-22.00,21.50,0.00,0.066,0.215,0.00,0.,0.,0.,0.,0.,0.
-22.00,22.50,0.00,0.066,0.225,0.00,0.,0.,0.,0.,0.,0.
-22.00,23.50,0.00,0.066,0.235,0.00,0.,0.,0.,0.,0.,0.
-22.00,24.50,0.00,0.066,0.245,0.00,0.,0.,0.,0.,0.,0.
-22.00,25.50,0.00,0.066,0.255,0.00,0.,0.,0.,0.,0.,0.
-22.00,26.50,0.00,0.066,0.265,0.00,0.,0.,0.,0.,0.,0.
-22.00,27.50,0.00,0.066,0.275,0.00,0.,0.,0.,0.,0.,0.
-22.00,28.50,0.00,0.066,0.285,0.00,0.,0.,0.,0.,0.,0.
-22.00,29.50,0.00,0.066,0.295,0.00,0.,0.,0.,0.,0.,0.
-22.00,30.50,0.00,0.066,0.305,0.00,0.,0.,0.,0.,0.,0.
-22.00,31.50,0.00,0.066,0.315,0.00,0.,0.,0.,0.,0.,0.
-22.00,32.50,0.00,0.066,0.325,0.00,0.,0.,0.,0.,0.,0.
-22.00,33.50,0.00,0.066,0.335,0.00,0.,0.,0.,0.,0.,0.
-22.00,34.50,0.00,0.066,0.345,0.00,0.,0.,0.,0.,0.,0.
-22.00,35.50,0.00,0.066,0.355,0.00,0.,0.,0.,0.,0.,0.
-22.00,36.50,0.00,0.066,0.365,0.00,0.,0.,0.,0.,0.,0.
-21.00,-36.50,0.00,0.063,-0.365,0.00,0.,0.,0.,0.,0.,0.
-21.00,-35.50,0.00,0.063,-0.355,0.00,0.,0.,0.,0.,0.,0.
-21.00,-34.50,0.00,0.063,-0.345,0.00,0.,0.,0.,0.,0.,0.
-21.00,-33.50,0.00,0.063,-0.335,0.00,0.,0.,0.,0.,0.,0.
-21.00,-32.50,0.00,0.063,-0.325,0.00,0.,0.,0.,0.,0.,0.
-21.00,-31.50,0.00,0.063,-0.315,0.00,0.,0.,0.,0.,0.,0.
-21.00,-30.50,0.00,0.063,-0.305,0.00,0.,0.,0.,0.,0.,0.
-21.00,-29.50,0.00,0.063,-0.295,0.00,0.,0.,0.,0.,0.,0.
-21.00,-28.50,0.00,0.063,-0.285,0.00,0.,0.,0.,0.,0.,0.
-21.00,-27.50,0.00,0.063,-0.275,0.00,0.,0.,0.,0.,0.,0.
-21.00,-26.50,0.00,0.063,-0.265,0.00,0.,0.,0.,0.,0.,0.
-21.00,-25.50,0.00,0.063,-0.255,0.00,0.,0.,0.,0.,0.,0.
-21.00,-24.50,0.00,0.063,-0.245,0.00,0.,0.,0.,0.,0.,0.
-21.00,-23.50,0.00,0.063,-0.235,0.00,0.,0.,0.,0.,0.,0.
-21.00,-22.50,0.00,0.063,-0.225,0.00,0.,0.,0.,0.,0.,0.
-21.00,-21.50,0.00,0.063,-0.215,0.00,0.,0.,0.,0.,0.,0.
-21.00,-20.50,0.00,0.063,-0.205,0.00,0.,0.,0.,0.,0.,0.
-21.00,-19.50,0.00,0.063,-0.195,0.00,0.,0.,0.,0.,0.,0.
-21.00,-18.50,0.00,0.063,-0.185,0.00,0.,0.,0.,0.,0.,0.
-21.00,-17.50,0.00,0.063,-0.175,0.00,0.,0.,0.,0.,0.,0.
-21.00,-16.50,0.00,0.063,-0.165,0.00,0.,0.,0.,0.,0.,0.
-21.00,-15.50,0.00,0.063,-0.155,0.00,0.,0.,0.,0.,0.,0.
-21.00,-14.50,0.00,0.063,-0.145,0.00,0.,0.,0.,0.,0.,0.
-21.00,-13.50,0.00,0.063,-0.135,0.00,0.,0.,0.,0.,0.,0.
-21.00,-12.50,0.00,0.063,-0.125,0.00,0.,0.,0.,0.,0.,0.
-21.00,-11.50,0.00,0.063,-0.115,0.00,0.,0.,0.,0.,0.,0.
-21.00,-10.50,0.00,0.063,-0.105,0.00,0.,0.,0.,0.,0.,0.
-21.00,-9.50,0.00,0.063,-0.095,0.00,0.,0.,0.,0.,0.,0.
-21.00,-8.50,0.00,0.063,-0.085,0.00,0.,0.,0.,0.,0.,0.
-21.00,-7.50,0.00,0.063,-0.075,0.00,0.,0.,0.,0.,0.,0.
-21.00,-6.50,0.00,0.063,-0.065,0.00,0.,0.,0.,0.,0.,0.
-21.00,-5.50,0.00,0.063,-0.055,0.00,0.,0.,0.,0.,0.,0.
-21.00,-4.50,0.00,0.063,-0.045,0.00,0.,0.,0.,0.,0.,0.
-21.00,-3.50,0.00,0.063,-0.035,0.00,0.,0.,0.,0.,0.,0.
-21.00,-2.50,0.00,0.063,-0.025,0.00,0.,0.,0.,0.,0.,0.
-21.00,-1.50,0.00,0.063,-0.015,0.00,0.,0.,0.,0.,0.,0.
-21.00,-0.50,0.00,0.063,-0.005,0.00,0.,0.,0.,0.,0.,0.
-21.00,0.50,0.00,0.063,0.005,0.00,0.,0.,0.,0.,0.,0.
-21.00,1.50,0.00,0.063,0.015,0.00,0.,0.,0.,0.,0.,0.
-21.00,2.50,0.00,0.063,0.025,0.00,0.,0.,0.,0.,0.,0.
-21.00,3.50,0.00,0.063,0.035,0.00,0.,0.,0.,0.,0.,0.
-21.00,4.50,0.00,0.063,0.045,0.00,0.,0.,0.,0.,0.,0.
-21.00,5.50,0.00,0.063,0.055,0.00,0.,0.,0.,0.,0.,0.
-21.00,6.50,0.00,0.063,0.065,0.00,0.,0.,0.,0.,0.,0.
-21.00,7.50,0.00,0.063,0.075,0.00,0.,0.,0.,0.,0.,0.
-21.00,8.50,0.00,0.063,0.085,0.00,0.,0.,0.,0.,0.,0.
-21.00,9.50,0.00,0.063,0.095,0.00,0.,0.,0.,0.,0.,0.
-21.00,10.50,0.00,0.063,0.105,0.00,0.,0.,0.,0.,0.,0.
-21.00,11.50,0.00,0.063,0.115,0.00,0.,0.,0.,0.,0.,0.
-21.00,12.50,0.00,0.063,0.125,0.00,0.,0.,0.,0.,0.,0.
-21.00,13.50,0.00,0.063,0.135,0.00,0.,0.,0.,0.,0.,0.
-21.00,14.50,0.00,0.063,0.145,0.00,0.,0.,0.,0.,0.,0.
-21.00,15.50,0.00,0.063,0.155,0.00,0.,0.,0.,0.,0.,0.
-21.00,16.50,0.00,0.063,0.165,0.00,0.,0.,0.,0.,0.,0.
-21.00,17.50,0.00,0.063,0.175,0.00,0.,0.,0.,0.,0.,0.
-21.00,18.50,0.00,0.063,0.185,0.00,0.,0.,0.,0.,0.,0.
-21.00,19.50,0.00,0.063,0.195,0.00,0.,0.,0.,0.,0.,0.
-21.00,20.50,0.00,0.063,0.205,0.00,0.,0.,0.,0.,0.,0.
-21.00,21.50,0.00,0.063,0.215,0.00,0.,0.,0.,0.,0.,0.
-21.00,22.50,0.00,0.063,0.225,0.00,0.,0.,0.,0.,0.,0.
-21.00,23.50,0.00,0.063,0.235,0.00,0.,0.,0.,0.,0.,0.
-21.00,24.50,0.00,0.063,0.245,0.00,0.,0.,0.,0.,0.,0.
-21.00,25.50,0.00,0.063,0.255,0.00,0.,0.,0.,0.,0.,0.
-21.00,26.50,0.00,0.063,0.265,0.00,0.,0.,0.,0.,0.,0.
-21.00,27.50,0.00,0.063,0.275,0.00,0.,0.,0.,0.,0.,0.
-21.00,28.50,0.00,0.063,0.285,0.00,0.,0.,0.,0.,0.,0.
-21.00,29.50,0.00,0.063,0.295,0.00,0.,0.,0.,0.,0.,0.
-21.00,30.50,0.00,0.063,0.305,0.00,0.,0.,0.,0.,0.,0.
-21.00,31.50,0.00,0.063,0.315,0.00,0.,0.,0.,0.,0.,0.
-21.00,32.50,0.00,0.063,0.325,0.00,0.,0.,0.,0.,0.,0.
-21.00,33.50,0.00,0.063,0.335,0.00,0.,0.,0.,0.,0.,0.
-21.00,34.50,0.00,0.063,0.345,0.00,0.,0.,0.,0.,0.,0.
-21.00,35.50,0.00,0.063,0.355,0.00,0.,0.,0.,0.,0.,0.
-21.00,36.50,0.00,0.063,0.365,0.00,0.,0.,0.,0.,0.,0.
-20.00,-36.50,0.00,0.060,-0.365,0.00,0.,0.,0.,0.,0.,0.
-20.00,-35.50,0.00,0.060,-0.355,0.00,0.,0.,0.,0.,0.,0.
-20.00,-34.50,0.00,0.060,-0.345,0.00,0.,0.,0.,0.,0.,0.
-20.00,-33.50,0.00,0.060,-0.335,0.00,0.,0.,0.,0.,0.,0.
-20.00,-32.50,0.00,0.060,-0.325,0.00,0.,0.,0.,0.,0.,0.
-20.00,-31.50,0.00,0.060,-0.315,0.00,0.,0.,0.,0.,0.,0.
-20.00,-30.50,0.00,0.060,-0.305,0.00,0.,0.,0.,0.,0.,0.
-20.00,-29.50,0.00,0.060,-0.295,0.00,0.,0.,0.,0.,0.,0.
-20.00,-28.50,0.00,0.060,-0.285,0.00,0.,0.,0.,0.,0.,0.
-20.00,-27.50,0.00,0.060,-0.275,0.00,0.,0.,0.,0.,0.,0.
-20.00,-26.50,0.00,0.060,-0.265,0.00,0.,0.,0.,0.,0.,0.
-20.00,-25.50,0.00,0.060,-0.255,0.00,0.,0.,0.,0.,0.,0.
-20.00,-24.50,0.00,0.060,-0.245,0.00,0.,0.,0.,0.,0.,0.
-20.00,-23.50,0.00,0.060,-0.235,0.00,0.,0.,0.,0.,0.,0.
-20.00,-22.50,0.00,0.060,-0.225,0.00,0.,0.,0.,0.,0.,0.
-20.00,-21.50,0.00,0.060,-0.215,0.00,0.,0.,0.,0.,0.,0.
-20.00,-20.50,0.00,0.060,-0.205,0.00,0.,0.,0.,0.,0.,0.
-20.00,-19.50,0.00,0.060,-0.195,0.00,0.,0.,0.,0.,0.,0.
-20.00,-18.50,0.00,0.060,-0.185,0.00,0.,0.,0.,0.,0.,0.
-20.00,-17.50,0.00,0.060,-0.175,0.00,0.,0.,0.,0.,0.,0.
